Model,Seed,epoch,train_loss,train_f1,dev_loss,dev_f1,lr,epoch_s
WordBiGRU,777,5,0.126919,0.945026,0.238408,0.930868,0.001,2.52
WordBiGRU,777,6,0.112551,0.947244,0.228875,0.934232,0.001,2.55
WordBiGRU,777,7,0.102163,0.951522,0.233153,0.935878,0.001,2.47
WordBiGRU,777,8,0.092643,0.954512,0.238352,0.935523,0.001,2.53
WordBiGRU,777,9,0.088601,0.960943,0.265106,0.930826,0.001,2.55
WordBiGRU,777,10,0.079828,0.958575,0.255919,0.93686,0.0005,2.54
WordBiGRU,777,11,0.076279,0.962069,0.279547,0.933258,0.0005,2.47
WordBiGRU,777,12,0.073377,0.964701,0.278523,0.931067,0.0005,2.54
WordBiGRU,777,13,0.070526,0.963921,0.28684,0.932452,0.00025,2.53
WordBiGRU,777,14,0.069267,0.961831,0.288522,0.934968,0.00025,2.54
WordBiGRU,777,15,0.067682,0.962931,0.30351,0.933873,0.00025,2.47
WordBiGRU,777,16,0.066889,0.962488,0.2942,0.935104,0.000125,2.53
WordTransformer,42,1,0.265214,0.880838,0.30671,0.900841,0.001,2.77
WordTransformer,42,2,0.184339,0.914861,0.241194,0.922726,0.001,2.98
WordTransformer,42,3,0.15198,0.928131,0.214289,0.932165,0.001,2.99
WordTransformer,42,4,0.1277,0.941763,0.222215,0.934439,0.001,2.95
WordTransformer,42,5,0.115718,0.946698,0.235051,0.934962,0.001,3.05
WordTransformer,42,6,0.10506,0.950807,0.228669,0.937094,0.001,3.01
WordTransformer,42,7,0.092665,0.954644,0.23653,0.939266,0.0005,2.99
WordTransformer,42,8,0.08921,0.956085,0.257115,0.935964,0.0005,2.98
WordTransformer,42,9,0.086256,0.956574,0.239628,0.937036,0.0005,3.08
WordTransformer,42,10,0.080956,0.958576,0.255534,0.938167,0.00025,3.08
WordTransformer,42,11,0.078298,0.95929,0.264563,0.93705,0.00025,3.03
WordTransformer,42,12,0.07736,0.959992,0.283942,0.936639,0.00025,3.07
WordTransformer,42,13,0.075025,0.959856,0.266528,0.937944,0.000125,3.07
WordTransformer,7,1,0.261969,0.877623,0.286125,0.902505,0.001,3.0
WordTransformer,7,2,0.181213,0.919039,0.238205,0.922904,0.001,3.04
WordTransformer,7,3,0.147764,0.9304,0.216678,0.932369,0.001,3.07
WordTransformer,7,4,0.127684,0.9453,0.21419,0.931896,0.001,2.77
WordTransformer,7,5,0.114991,0.945211,0.219156,0.937861,0.001,2.86
WordTransformer,7,6,0.1065,0.952975,0.218234,0.935844,0.001,2.87
WordTransformer,7,7,0.098753,0.952451,0.224312,0.938586,0.001,2.85
WordTransformer,7,8,0.087908,0.956151,0.239211,0.938731,0.0005,2.79
WordTransformer,7,9,0.085927,0.956046,0.233977,0.939895,0.0005,2.91
WordTransformer,7,10,0.083704,0.956945,0.244482,0.939545,0.0005,2.89
WordTransformer,7,11,0.077858,0.959386,0.253353,0.940334,0.00025,2.83
WordTransformer,7,12,0.075779,0.960399,0.269587,0.93919,0.00025,2.9
WordTransformer,7,13,0.07483,0.959839,0.261099,0.939283,0.00025,2.87
WordTransformer,7,14,0.072572,0.960708,0.272741,0.939098,0.000125,2.88
WordTransformer,7,15,0.071267,0.96145,0.280319,0.939192,0.000125,2.77
WordTransformer,7,16,0.071081,0.961838,0.297903,0.938156,0.000125,2.87
WordTransformer,7,17,0.06996,0.962053,0.294294,0.93862,6.25e-05,3.12
WordTransformer,123,1,0.270965,0.873605,0.286665,0.900262,0.001,3.06
WordTransformer,123,2,0.183431,0.919212,0.256257,0.921062,0.001,3.07
WordTransformer,123,3,0.158308,0.923556,0.216174,0.929263,0.001,3.06
WordTransformer,123,4,0.129405,0.939504,0.218547,0.9343,0.001,2.94
WordTransformer,123,5,0.121224,0.943095,0.217565,0.935538,0.001,3.04
WordTransformer,123,6,0.109842,0.946982,0.222809,0.937507,0.001,3.07
WordTransformer,123,7,0.101088,0.949974,0.21946,0.938815,0.0005,3.01
WordTransformer,123,8,0.091498,0.955483,0.238589,0.93668,0.0005,3.05
WordTransformer,123,9,0.086491,0.956494,0.236585,0.938578,0.0005,2.99
WordTransformer,123,10,0.082367,0.95853,0.240168,0.938174,0.00025,2.98
WordTransformer,123,11,0.07922,0.958983,0.258334,0.938552,0.00025,2.9
WordTransformer,123,12,0.077958,0.959824,0.267124,0.937617,0.00025,3.02
WordTransformer,123,13,0.075649,0.960454,0.265863,0.938494,0.000125,3.07
WordTransformer,2024,1,0.264144,0.880103,0.325861,0.896484,0.001,3.12
WordTransformer,2024,2,0.180599,0.916831,0.243543,0.922726,0.001,3.13
WordTransformer,2024,3,0.15792,0.931953,0.247661,0.926383,0.001,3.1
WordTransformer,2024,4,0.127397,0.941727,0.222381,0.933655,0.001,3.0
WordTransformer,2024,5,0.113072,0.946464,0.225386,0.935802,0.001,3.1
WordTransformer,2024,6,0.103693,0.95083,0.220747,0.937217,0.001,3.08
WordTransformer,2024,7,0.099412,0.951946,0.228741,0.937168,0.001,3.05
WordTransformer,2024,8,0.095962,0.95755,0.234023,0.93404,0.001,2.87
WordTransformer,2024,9,0.092447,0.958403,0.233587,0.934514,0.001,2.94
WordTransformer,2024,10,0.081485,0.958157,0.238667,0.939157,0.0005,2.93
WordTransformer,2024,11,0.079429,0.959325,0.251698,0.940253,0.0005,2.9
WordTransformer,2024,12,0.077244,0.95994,0.272357,0.938194,0.0005,2.91
WordTransformer,2024,13,0.074979,0.959724,0.260425,0.939194,0.00025,2.98
WordTransformer,2024,14,0.072556,0.960341,0.273475,0.938994,0.00025,2.95
WordTransformer,2024,15,0.071399,0.960868,0.262717,0.939175,0.00025,2.89
WordTransformer,2024,16,0.069794,0.961502,0.276072,0.939179,0.000125,3.12
WordTransformer,2024,17,0.069081,0.962029,0.277744,0.939304,0.000125,3.11
WordTransformer,777,1,0.260893,0.882254,0.304059,0.899927,0.001,2.99
WordTransformer,777,2,0.183652,0.91531,0.231174,0.925849,0.001,3.06
WordTransformer,777,3,0.155796,0.927024,0.219958,0.929316,0.001,2.93
WordTransformer,777,4,0.126768,0.941108,0.224084,0.932328,0.001,2.99
WordTransformer,777,5,0.11736,0.94502,0.215757,0.937053,0.001,3.15
WordTransformer,777,6,0.114667,0.94365,0.217411,0.934542,0.001,3.01
WordTransformer,777,7,0.099167,0.951781,0.224425,0.938177,0.001,2.98
WordTransformer,777,8,0.094996,0.953826,0.242879,0.936196,0.001,2.95
WordTransformer,777,9,0.08484,0.957876,0.25888,0.937348,0.0005,2.96
WordTransformer,777,10,0.081097,0.958234,0.262909,0.936799,0.0005,2.85
WordTransformer,777,11,0.079991,0.959072,0.25836,0.936957,0.0005,2.91
WordTransformer,777,12,0.074936,0.960332,0.269638,0.937428,0.00025,2.95
WordTransformer,777,13,0.073525,0.960645,0.284667,0.937349,0.00025,2.89
