Model,Seed,epoch,train_loss,train_f1,dev_loss,dev_f1,lr,epoch_s
CharTransformer,7,29,0.066611,0.978638,0.189787,0.96205,0.000125,4.35
CharTransformer,7,30,0.068388,0.97748,0.186656,0.962837,6.25e-05,4.28
CharTransformer,7,31,0.067785,0.977721,0.189064,0.962823,6.25e-05,4.34
CharTransformer,7,32,0.066461,0.978586,0.18976,0.962548,6.25e-05,4.32
CharTransformer,7,33,0.065675,0.978829,0.190031,0.963125,3.125e-05,4.21
CharTransformer,7,34,0.065787,0.978599,0.189556,0.96276,3.125e-05,4.3
CharTransformer,7,35,0.065331,0.978526,0.187305,0.962922,3.125e-05,4.34
CharTransformer,7,36,0.066053,0.978326,0.188292,0.962958,1.5625e-05,4.29
CharTransformer,7,37,0.065216,0.978754,0.189086,0.962742,1.5625e-05,4.23
CharTransformer,7,38,0.065049,0.978782,0.189918,0.962945,1.5625e-05,4.3
CharTransformer,7,39,0.064714,0.978954,0.189844,0.962859,7.8125e-06,4.29
CharTransformer,123,1,0.3049,0.875696,0.356468,0.887262,0.001,4.32
CharTransformer,123,2,0.223242,0.911037,0.279933,0.915842,0.001,4.37
CharTransformer,123,3,0.194928,0.924993,0.255189,0.929472,0.001,4.3
CharTransformer,123,4,0.177381,0.931265,0.235966,0.934731,0.001,4.22
CharTransformer,123,5,0.156877,0.942057,0.236161,0.940169,0.001,4.37
CharTransformer,123,6,0.151493,0.942383,0.215044,0.943242,0.001,4.35
CharTransformer,123,7,0.146676,0.945215,0.214352,0.945685,0.001,4.24
CharTransformer,123,8,0.134235,0.952479,0.214319,0.945929,0.001,4.21
CharTransformer,123,9,0.131719,0.953668,0.20794,0.951918,0.001,4.34
CharTransformer,123,10,0.135926,0.95033,0.213777,0.948554,0.001,4.28
CharTransformer,123,11,0.11845,0.958669,0.202875,0.952061,0.001,4.22
CharTransformer,123,12,0.114791,0.960554,0.198821,0.953972,0.001,4.29
CharTransformer,123,13,0.112865,0.960181,0.192828,0.954501,0.001,4.26
CharTransformer,123,14,0.114244,0.958344,0.193572,0.953361,0.001,4.34
CharTransformer,123,15,0.108132,0.962117,0.194221,0.956633,0.001,4.17
CharTransformer,123,16,0.10797,0.964297,0.209947,0.95486,0.001,4.31
CharTransformer,123,17,0.096309,0.967034,0.185268,0.959115,0.0005,4.28
CharTransformer,123,18,0.090996,0.969662,0.189791,0.958583,0.0005,4.22
CharTransformer,123,19,0.092321,0.968111,0.186952,0.959196,0.0005,4.29
CharTransformer,123,20,0.088904,0.970129,0.188545,0.96087,0.0005,4.4
CharTransformer,123,21,0.081734,0.973743,0.191119,0.961346,0.00025,4.26
CharTransformer,123,22,0.081136,0.972862,0.185698,0.960774,0.00025,4.18
CharTransformer,123,23,0.07802,0.974609,0.187874,0.961883,0.00025,4.24
CharTransformer,123,24,0.077644,0.974475,0.188228,0.962215,0.000125,4.32
CharTransformer,123,25,0.077397,0.97459,0.189561,0.961711,0.000125,4.28
CharTransformer,123,26,0.074951,0.975866,0.190653,0.962493,0.000125,4.27
CharTransformer,123,27,0.074134,0.975677,0.18704,0.961578,6.25e-05,4.28
CharTransformer,123,28,0.074561,0.975579,0.188094,0.961761,6.25e-05,4.34
CharTransformer,123,29,0.072236,0.976526,0.18901,0.961803,6.25e-05,4.2
CharTransformer,123,30,0.072589,0.976398,0.190115,0.961515,3.125e-05,4.25
CharTransformer,123,31,0.072485,0.976394,0.190726,0.961588,3.125e-05,4.3
CharTransformer,123,32,0.071575,0.976673,0.190481,0.962281,3.125e-05,4.24
CharTransformer,2024,1,0.291182,0.880422,0.340018,0.892594,0.001,4.28
CharTransformer,2024,2,0.212638,0.916941,0.270898,0.925344,0.001,4.23
CharTransformer,2024,3,0.186028,0.929803,0.252531,0.931764,0.001,4.31
CharTransformer,2024,4,0.161243,0.940246,0.232258,0.939013,0.001,4.35
CharTransformer,2024,5,0.155764,0.940914,0.226917,0.939874,0.001,4.22
CharTransformer,2024,6,0.156621,0.940165,0.218612,0.943525,0.001,4.24
CharTransformer,2024,7,0.140228,0.948726,0.213177,0.948008,0.001,4.33
CharTransformer,2024,8,0.134444,0.95167,0.210577,0.948659,0.001,4.25
CharTransformer,2024,9,0.121924,0.957527,0.201707,0.952036,0.001,4.16
CharTransformer,2024,10,0.123918,0.955538,0.204832,0.951261,0.001,4.29
CharTransformer,2024,11,0.129986,0.951893,0.205962,0.950338,0.001,4.27
CharTransformer,2024,12,0.112284,0.959385,0.195695,0.952636,0.001,4.29
CharTransformer,2024,13,0.110447,0.961102,0.19509,0.956035,0.001,4.23
CharTransformer,2024,14,0.112082,0.960886,0.196895,0.956294,0.001,4.29
CharTransformer,2024,15,0.109012,0.961452,0.196024,0.955981,0.001,4.26
CharTransformer,2024,16,0.104964,0.962956,0.194412,0.956617,0.001,4.22
CharTransformer,2024,17,0.101427,0.966396,0.196502,0.957884,0.001,4.35
CharTransformer,2024,18,0.096091,0.966506,0.182038,0.95732,0.001,4.32
CharTransformer,2024,19,0.110708,0.959656,0.192104,0.956381,0.001,4.3
CharTransformer,2024,20,0.094621,0.967419,0.187021,0.959039,0.001,4.2
CharTransformer,2024,21,0.097403,0.965365,0.182692,0.957867,0.001,4.31
CharTransformer,2024,22,0.085388,0.97148,0.18891,0.958643,0.0005,4.3
CharTransformer,2024,23,0.081,0.97309,0.194694,0.958341,0.0005,4.33
CharTransformer,2024,24,0.081434,0.973595,0.192232,0.960657,0.0005,4.28
CharTransformer,2024,25,0.074363,0.976965,0.194903,0.960455,0.00025,4.38
CharTransformer,2024,26,0.0734,0.976801,0.192754,0.960888,0.00025,4.3
CharTransformer,2024,27,0.072043,0.976015,0.184299,0.96162,0.00025,4.25
CharTransformer,2024,28,0.069496,0.978177,0.190831,0.961433,0.000125,4.25
CharTransformer,2024,29,0.069355,0.97749,0.189196,0.961137,0.000125,4.36
CharTransformer,2024,30,0.066412,0.979144,0.19049,0.960619,0.000125,4.2
CharTransformer,2024,31,0.06639,0.97915,0.19126,0.961257,6.25e-05,4.35
CharTransformer,2024,32,0.066341,0.97899,0.191858,0.961656,6.25e-05,4.27
CharTransformer,2024,33,0.064939,0.980229,0.195229,0.961499,6.25e-05,4.37
CharTransformer,2024,34,0.064856,0.979798,0.193086,0.96137,3.125e-05,4.28
CharTransformer,2024,35,0.065543,0.979352,0.192876,0.961742,3.125e-05,4.31
CharTransformer,2024,36,0.064477,0.980103,0.194187,0.962277,3.125e-05,4.28
CharTransformer,2024,37,0.064013,0.980396,0.194011,0.9622,1.5625e-05,4.24
CharTransformer,2024,38,0.063827,0.980369,0.193367,0.962146,1.5625e-05,4.27
CharTransformer,2024,39,0.063826,0.980328,0.193724,0.962204,1.5625e-05,4.3
CharTransformer,2024,40,0.063888,0.98032,0.194275,0.962033,7.8125e-06,4.26
CharTransformer,2024,41,0.06435,0.979928,0.193527,0.962196,7.8125e-06,4.3
CharTransformer,2024,42,0.063679,0.980364,0.19465,0.962092,7.8125e-06,4.28
CharTransformer,777,1,0.304626,0.877202,0.354215,0.891361,0.001,4.18
CharTransformer,777,2,0.22502,0.908959,0.278587,0.917941,0.001,4.34
CharTransformer,777,3,0.199528,0.922227,0.250517,0.928871,0.001,4.26
CharTransformer,777,4,0.17804,0.930249,0.235639,0.935915,0.001,4.29
CharTransformer,777,5,0.16957,0.934046,0.225319,0.936815,0.001,4.27
CharTransformer,777,6,0.149716,0.944995,0.2147,0.945072,0.001,4.35
CharTransformer,777,7,0.141983,0.948009,0.207431,0.947961,0.001,4.27
CharTransformer,777,8,0.135843,0.948686,0.202149,0.946962,0.001,4.26
CharTransformer,777,9,0.14058,0.945693,0.206091,0.945468,0.001,4.28
CharTransformer,777,10,0.121101,0.957414,0.206227,0.951984,0.001,4.36
CharTransformer,777,11,0.125388,0.958454,0.22529,0.948023,0.001,4.25
CharTransformer,777,12,0.108634,0.963173,0.199637,0.954991,0.0005,4.2
CharTransformer,777,13,0.109798,0.960357,0.192454,0.955792,0.0005,4.3
CharTransformer,777,14,0.104236,0.963102,0.187979,0.957818,0.0005,4.31
CharTransformer,777,15,0.101829,0.963336,0.188252,0.956191,0.0005,4.27
CharTransformer,777,16,0.09495,0.968743,0.196352,0.957536,0.0005,4.39
CharTransformer,777,17,0.097439,0.965159,0.188599,0.956422,0.0005,4.44
CharTransformer,777,18,0.089544,0.969692,0.19225,0.958769,0.00025,4.34
CharTransformer,777,19,0.087699,0.970011,0.189235,0.958819,0.00025,4.25
CharTransformer,777,20,0.089892,0.968076,0.187595,0.959153,0.00025,4.31
CharTransformer,777,21,0.084632,0.970934,0.192805,0.957435,0.00025,4.26
CharTransformer,777,22,0.081128,0.972907,0.190916,0.959659,0.00025,4.2
CharTransformer,777,23,0.084265,0.970576,0.195843,0.958336,0.00025,4.29
CharTransformer,777,24,0.078846,0.973124,0.193215,0.959106,0.000125,4.26
CharTransformer,777,25,0.079164,0.9729,0.19441,0.958967,0.000125,4.26
CharTransformer,777,26,0.076171,0.974804,0.197741,0.959615,0.000125,4.25
CharTransformer,777,27,0.074642,0.975203,0.196629,0.959645,6.25e-05,4.3
CharTransformer,777,28,0.073724,0.975621,0.197214,0.959557,6.25e-05,4.34
WordBiRNN,42,1,0.367986,0.830208,0.376111,0.866035,0.001,2.57
WordBiRNN,42,2,0.252308,0.885529,0.284901,0.904864,0.001,2.68
WordBiRNN,42,3,0.19672,0.911226,0.250638,0.919395,0.001,2.57
WordBiRNN,42,4,0.165819,0.927349,0.246029,0.924559,0.001,2.49
WordBiRNN,42,5,0.142634,0.935133,0.224394,0.933021,0.001,2.57
WordBiRNN,42,6,0.126758,0.942048,0.217261,0.935827,0.001,2.55
WordBiRNN,42,7,0.115169,0.951389,0.227703,0.932597,0.001,2.47
WordBiRNN,42,8,0.104945,0.95054,0.227127,0.937267,0.001,2.54
WordBiRNN,42,9,0.097882,0.95317,0.229826,0.937417,0.001,2.42
WordBiRNN,42,10,0.092893,0.955333,0.235739,0.938989,0.0005,2.54
WordBiRNN,42,11,0.091007,0.958184,0.245805,0.935283,0.0005,2.41
WordBiRNN,42,12,0.087179,0.957113,0.238864,0.938009,0.0005,2.56
WordBiRNN,42,13,0.084905,0.957742,0.246892,0.937304,0.00025,2.53
WordBiRNN,42,14,0.083386,0.9581,0.249632,0.936565,0.00025,2.55
WordBiRNN,42,15,0.082248,0.958677,0.255376,0.93615,0.00025,2.48
WordBiRNN,42,16,0.081331,0.958806,0.255144,0.93607,0.000125,2.55
WordBiRNN,7,1,0.36881,0.830756,0.380106,0.865966,0.001,2.49
WordBiRNN,7,2,0.255163,0.886205,0.291468,0.900668,0.001,2.53
WordBiRNN,7,3,0.202038,0.90824,0.250196,0.918358,0.001,2.55
WordBiRNN,7,4,0.167553,0.926859,0.238963,0.922056,0.001,2.44
WordBiRNN,7,5,0.143245,0.934939,0.228114,0.931022,0.001,2.54
WordBiRNN,7,6,0.128482,0.941071,0.224693,0.932222,0.001,2.44
WordBiRNN,7,7,0.114846,0.946768,0.228167,0.934178,0.001,2.54
WordBiRNN,7,8,0.105534,0.9528,0.236953,0.931136,0.001,2.56
WordBiRNN,7,9,0.099647,0.952282,0.231899,0.936344,0.001,2.53
WordBiRNN,7,10,0.092666,0.955465,0.237876,0.936355,0.0005,2.52
WordBiRNN,7,11,0.090118,0.95589,0.243852,0.936116,0.0005,2.54
WordBiRNN,7,12,0.08838,0.961394,0.258476,0.93252,0.0005,2.47
WordBiRNN,7,13,0.086433,0.957039,0.24599,0.936111,0.00025,2.54
WordBiRNN,7,14,0.082959,0.958386,0.256808,0.936083,0.00025,2.54
WordBiRNN,7,15,0.081652,0.958719,0.256462,0.935898,0.00025,2.46
WordBiRNN,7,16,0.080625,0.959523,0.263148,0.936446,0.000125,2.54
WordBiRNN,7,17,0.080158,0.959578,0.266039,0.935689,0.000125,2.54
WordBiRNN,7,18,0.079277,0.959482,0.263675,0.935867,0.000125,2.54
WordBiRNN,7,19,0.078886,0.959608,0.265419,0.935819,6.25e-05,2.36
WordBiRNN,7,20,0.078478,0.959839,0.268335,0.935952,6.25e-05,2.54
WordBiRNN,7,21,0.078157,0.960024,0.27027,0.93606,6.25e-05,2.55
WordBiRNN,7,22,0.077917,0.960085,0.269358,0.935702,3.125e-05,2.53
WordBiRNN,123,1,0.365052,0.832069,0.380105,0.866171,0.001,2.54
WordBiRNN,123,2,0.251722,0.887209,0.291528,0.905884,0.001,2.43
WordBiRNN,123,3,0.199198,0.910991,0.256511,0.919228,0.001,2.54
WordBiRNN,123,4,0.166083,0.924755,0.238746,0.926124,0.001,2.51
WordBiRNN,123,5,0.144462,0.934992,0.228728,0.929331,0.001,2.52
WordBiRNN,123,6,0.127944,0.944022,0.237192,0.929241,0.001,2.39
WordBiRNN,123,7,0.117216,0.946022,0.229143,0.93222,0.001,2.52
WordBiRNN,123,8,0.106292,0.954212,0.239461,0.929037,0.001,2.55
WordBiRNN,123,9,0.099259,0.952335,0.23715,0.933109,0.0005,2.44
WordBiRNN,123,10,0.095917,0.955695,0.249342,0.932571,0.0005,2.52
WordBiRNN,123,11,0.091928,0.955093,0.255164,0.932946,0.0005,2.54
WordBiRNN,123,12,0.089426,0.958042,0.258938,0.930383,0.00025,2.52
WordBiRNN,123,13,0.087485,0.956743,0.261864,0.932809,0.00025,2.48
WordBiRNN,123,14,0.08598,0.957297,0.264015,0.932737,0.00025,2.52
WordBiRNN,123,15,0.084763,0.957417,0.263336,0.932738,0.000125,2.52
WordBiRNN,2024,1,0.357861,0.834683,0.369146,0.872351,0.001,2.5
WordBiRNN,2024,2,0.245947,0.888619,0.282871,0.908298,0.001,2.58
WordBiRNN,2024,3,0.195237,0.912393,0.250608,0.921956,0.001,2.51
WordBiRNN,2024,4,0.165411,0.925317,0.233666,0.92738,0.001,2.45
WordBiRNN,2024,5,0.141955,0.939103,0.234827,0.927543,0.001,2.45
WordBiRNN,2024,6,0.129107,0.944949,0.241165,0.928989,0.001,2.54
WordBiRNN,2024,7,0.114794,0.946896,0.224212,0.934175,0.001,2.47
WordBiRNN,2024,8,0.10578,0.949914,0.226371,0.937492,0.001,2.52
WordBiRNN,2024,9,0.099921,0.953785,0.232254,0.934544,0.001,2.51
WordBiRNN,2024,10,0.093475,0.954457,0.227673,0.938712,0.001,2.52
WordBiRNN,2024,11,0.089343,0.955995,0.23971,0.936876,0.0005,2.37
WordBiRNN,2024,12,0.088901,0.960678,0.261967,0.933869,0.0005,2.51
WordBiRNN,2024,13,0.084072,0.957474,0.251222,0.937029,0.0005,2.47
WordBiRNN,2024,14,0.081895,0.958686,0.257519,0.937401,0.00025,2.48
WordBiRNN,2024,15,0.080539,0.958759,0.260521,0.937289,0.00025,2.34
WordBiRNN,2024,16,0.080336,0.958935,0.261935,0.937364,0.00025,2.5
WordBiRNN,777,1,0.364644,0.83135,0.381849,0.863776,0.001,2.39
WordBiRNN,777,2,0.251414,0.88634,0.290255,0.905797,0.001,2.53
WordBiRNN,777,3,0.197786,0.911112,0.254554,0.920555,0.001,2.48
WordBiRNN,777,4,0.164806,0.925687,0.240951,0.926205,0.001,2.41
WordBiRNN,777,5,0.14362,0.934734,0.232605,0.930403,0.001,2.57
WordBiRNN,777,6,0.128197,0.940857,0.224783,0.933421,0.001,2.55
WordBiRNN,777,7,0.114938,0.946735,0.224553,0.934612,0.001,2.55
WordBiRNN,777,8,0.10531,0.950235,0.229214,0.935896,0.001,2.48
WordBiRNN,777,9,0.103402,0.956348,0.258335,0.931995,0.001,2.55
WordBiRNN,777,10,0.092477,0.954774,0.234851,0.937304,0.001,2.56
WordBiRNN,777,11,0.087324,0.957002,0.255013,0.937206,0.0005,2.54
WordBiRNN,777,12,0.084801,0.96128,0.262228,0.932565,0.0005,2.48
WordBiRNN,777,13,0.082317,0.957967,0.264114,0.935685,0.0005,2.53
WordBiRNN,777,14,0.080085,0.958563,0.265393,0.936375,0.00025,2.54
WordBiRNN,777,15,0.078192,0.959451,0.277284,0.935977,0.00025,2.48
WordBiRNN,777,16,0.077116,0.959139,0.273067,0.93582,0.00025,2.54
WordBiLSTM,42,1,0.290335,0.870304,0.310784,0.893103,0.001,2.48
WordBiLSTM,42,2,0.204934,0.908919,0.246558,0.920022,0.001,2.57
WordBiLSTM,42,3,0.162799,0.927508,0.226908,0.930681,0.001,2.63
WordBiLSTM,42,4,0.14055,0.941942,0.237322,0.931193,0.001,2.59
WordBiLSTM,42,5,0.120073,0.94493,0.219926,0.936523,0.001,2.48
WordBiLSTM,42,6,0.107061,0.95027,0.221094,0.93753,0.001,2.56
WordBiLSTM,42,7,0.098066,0.955662,0.244397,0.936285,0.001,2.55
WordBiLSTM,42,8,0.088811,0.955443,0.239752,0.937771,0.001,2.48
WordBiLSTM,42,9,0.081954,0.957999,0.25043,0.937436,0.0005,2.56
WordBiLSTM,42,10,0.078027,0.959594,0.262541,0.936798,0.0005,2.57
WordBiLSTM,42,11,0.076723,0.962425,0.280103,0.934367,0.0005,2.56
WordBiLSTM,42,12,0.07256,0.963532,0.283718,0.934614,0.00025,2.5
WordBiLSTM,42,13,0.070436,0.961431,0.282436,0.936998,0.00025,2.57
WordBiLSTM,42,14,0.069347,0.96168,0.288146,0.936257,0.00025,2.58
WordBiLSTM,7,1,0.292345,0.867228,0.307948,0.897056,0.001,2.48
WordBiLSTM,7,2,0.20389,0.910244,0.254181,0.920297,0.001,2.58
WordBiLSTM,7,3,0.164908,0.926503,0.230587,0.926127,0.001,2.55
WordBiLSTM,7,4,0.137569,0.943418,0.233603,0.928441,0.001,2.48
WordBiLSTM,7,5,0.117739,0.946502,0.219257,0.93509,0.001,2.56
WordBiLSTM,7,6,0.105824,0.950337,0.22578,0.935263,0.001,2.63
WordBiLSTM,7,7,0.094613,0.954913,0.23988,0.935353,0.001,2.55
WordBiLSTM,7,8,0.08751,0.957193,0.254959,0.934976,0.001,2.49
WordBiLSTM,7,9,0.080168,0.958946,0.258773,0.936162,0.0005,2.56
WordBiLSTM,7,10,0.076419,0.960227,0.268589,0.936106,0.0005,2.57
WordBiLSTM,7,11,0.073666,0.96079,0.278722,0.935877,0.0005,2.47
WordBiLSTM,7,12,0.071512,0.965497,0.3041,0.931418,0.00025,2.54
WordBiLSTM,7,13,0.071582,0.960901,0.292976,0.935653,0.00025,2.55
WordBiLSTM,7,14,0.067847,0.962367,0.313779,0.934237,0.00025,2.55
WordBiLSTM,7,15,0.066665,0.962783,0.318487,0.93397,0.000125,2.48
WordBiLSTM,123,1,0.292597,0.866586,0.305393,0.896625,0.001,2.56
WordBiLSTM,123,2,0.205222,0.909194,0.251328,0.919422,0.001,2.49
WordBiLSTM,123,3,0.164181,0.927374,0.232492,0.926961,0.001,2.55
WordBiLSTM,123,4,0.138151,0.938279,0.225325,0.933349,0.001,2.55
WordBiLSTM,123,5,0.121609,0.94511,0.223106,0.934203,0.001,2.48
WordBiLSTM,123,6,0.110238,0.95328,0.247824,0.930224,0.001,2.56
WordBiLSTM,123,7,0.099564,0.952321,0.228075,0.934824,0.001,2.62
WordBiLSTM,123,8,0.089857,0.956017,0.245848,0.935406,0.001,2.56
WordBiLSTM,123,9,0.08378,0.956889,0.243863,0.936741,0.0005,2.47
WordBiLSTM,123,10,0.079785,0.963046,0.258615,0.932237,0.0005,2.54
WordBiLSTM,123,11,0.076184,0.959972,0.270065,0.936183,0.0005,2.55
WordBiLSTM,123,12,0.073305,0.962804,0.276953,0.933874,0.00025,2.47
WordBiLSTM,123,13,0.071745,0.961062,0.280155,0.935431,0.00025,2.54
WordBiLSTM,123,14,0.070091,0.961463,0.283681,0.936175,0.00025,2.55
WordBiLSTM,123,15,0.068918,0.961616,0.287481,0.935579,0.000125,2.56
WordBiLSTM,2024,1,0.288494,0.869791,0.311891,0.898043,0.001,2.57
WordBiLSTM,2024,2,0.204383,0.908329,0.250765,0.91879,0.001,2.55
WordBiLSTM,2024,3,0.163099,0.928394,0.233244,0.927664,0.001,2.47
WordBiLSTM,2024,4,0.141398,0.936318,0.222376,0.931415,0.001,2.56
WordBiLSTM,2024,5,0.120228,0.947368,0.229176,0.93275,0.001,2.57
WordBiLSTM,2024,6,0.107669,0.950244,0.2371,0.933717,0.001,2.55
WordBiLSTM,2024,7,0.097182,0.953022,0.235457,0.935775,0.001,2.49
WordBiLSTM,2024,8,0.090156,0.958042,0.246966,0.935088,0.0005,2.57
WordBiLSTM,2024,9,0.085212,0.957283,0.253246,0.935519,0.0005,2.56
WordBiLSTM,2024,10,0.082526,0.957865,0.249523,0.93712,0.0005,2.48
WordBiLSTM,2024,11,0.07885,0.959085,0.259656,0.935996,0.00025,2.56
WordBiLSTM,2024,12,0.078047,0.963682,0.27885,0.93206,0.00025,2.62
WordBiLSTM,2024,13,0.075254,0.959819,0.269563,0.935731,0.00025,2.58
WordBiLSTM,2024,14,0.073506,0.960691,0.277197,0.936173,0.000125,2.48
WordBiLSTM,2024,15,0.072572,0.960862,0.28233,0.93539,0.000125,2.55
WordBiLSTM,2024,16,0.072403,0.960452,0.279954,0.934926,0.000125,2.59
WordBiLSTM,777,1,0.290014,0.869009,0.312743,0.896957,0.001,2.55
WordBiLSTM,777,2,0.204718,0.908733,0.253001,0.92121,0.001,2.65
WordBiLSTM,777,3,0.163138,0.930449,0.239264,0.926893,0.001,2.56
WordBiLSTM,777,4,0.137552,0.939458,0.235257,0.932457,0.001,2.51
WordBiLSTM,777,5,0.122847,0.947178,0.23838,0.932498,0.001,2.55
WordBiLSTM,777,6,0.106394,0.949799,0.223713,0.937376,0.001,2.57
WordBiLSTM,777,7,0.095909,0.953622,0.231928,0.938096,0.001,2.48
WordBiLSTM,777,8,0.087832,0.956084,0.239193,0.937866,0.001,2.59
WordBiLSTM,777,9,0.088313,0.961675,0.278196,0.931512,0.001,2.55
WordBiLSTM,777,10,0.07538,0.959977,0.26144,0.937628,0.0005,2.56
WordBiLSTM,777,11,0.073437,0.965284,0.286991,0.932224,0.0005,2.49
WordBiLSTM,777,12,0.069768,0.964308,0.292137,0.935555,0.0005,2.62
WordBiLSTM,777,13,0.066663,0.962824,0.294019,0.935978,0.00025,2.56
WordBiGRU,42,1,0.302346,0.862689,0.324434,0.891474,0.001,2.52
WordBiGRU,42,2,0.21494,0.904219,0.25306,0.9178,0.001,2.53
WordBiGRU,42,3,0.171145,0.923257,0.233376,0.927184,0.001,2.5
WordBiGRU,42,4,0.144696,0.937993,0.24095,0.92934,0.001,2.44
WordBiGRU,42,5,0.124915,0.942944,0.228471,0.934722,0.001,2.5
WordBiGRU,42,6,0.11181,0.948262,0.227354,0.936633,0.001,2.51
WordBiGRU,42,7,0.101731,0.956427,0.251788,0.93139,0.001,2.51
WordBiGRU,42,8,0.0929,0.954565,0.244041,0.937338,0.001,2.44
WordBiGRU,42,9,0.085616,0.957369,0.26253,0.934494,0.001,2.53
WordBiGRU,42,10,0.078882,0.959408,0.273899,0.9366,0.0005,2.53
WordBiGRU,42,11,0.07679,0.962401,0.28851,0.933824,0.0005,2.43
WordBiGRU,42,12,0.073073,0.960788,0.293969,0.934982,0.0005,2.54
WordBiGRU,42,13,0.070297,0.961457,0.297105,0.93598,0.00025,2.57
WordBiGRU,42,14,0.069079,0.961832,0.307334,0.935577,0.00025,2.55
WordBiGRU,7,1,0.305397,0.86206,0.323601,0.891926,0.001,2.62
WordBiGRU,7,2,0.215975,0.904288,0.263419,0.914565,0.001,2.56
WordBiGRU,7,3,0.17498,0.921682,0.239629,0.923454,0.001,2.48
WordBiGRU,7,4,0.145743,0.938558,0.236571,0.926437,0.001,2.55
WordBiGRU,7,5,0.124871,0.945343,0.231533,0.930036,0.001,2.55
WordBiGRU,7,6,0.11116,0.948401,0.230845,0.93415,0.001,2.48
WordBiGRU,7,7,0.100196,0.952377,0.243947,0.935051,0.001,2.56
WordBiGRU,7,8,0.092524,0.955079,0.254731,0.934767,0.001,2.56
WordBiGRU,7,9,0.084984,0.956864,0.255546,0.935803,0.001,2.55
WordBiGRU,7,10,0.078465,0.959152,0.272434,0.935735,0.0005,2.48
WordBiGRU,7,11,0.075339,0.959819,0.282118,0.935023,0.0005,2.56
WordBiGRU,7,12,0.073811,0.964824,0.304925,0.929294,0.0005,2.56
WordBiGRU,7,13,0.072151,0.960546,0.297957,0.934471,0.00025,2.56
WordBiGRU,7,14,0.068405,0.962181,0.315783,0.933535,0.00025,2.47
WordBiGRU,7,15,0.067143,0.962353,0.321577,0.933196,0.00025,2.56
WordBiGRU,123,1,0.30746,0.859845,0.322178,0.889863,0.001,2.48
WordBiGRU,123,2,0.214545,0.9054,0.265513,0.917182,0.001,2.56
WordBiGRU,123,3,0.17239,0.923242,0.239733,0.925701,0.001,2.56
WordBiGRU,123,4,0.145096,0.934429,0.232795,0.931161,0.001,2.48
WordBiGRU,123,5,0.126215,0.942713,0.232416,0.931703,0.001,2.54
WordBiGRU,123,6,0.113164,0.951785,0.245046,0.930745,0.001,2.55
WordBiGRU,123,7,0.104307,0.95074,0.235849,0.934489,0.001,2.55
WordBiGRU,123,8,0.093055,0.954775,0.247984,0.935284,0.001,2.49
WordBiGRU,123,9,0.08565,0.956839,0.251651,0.935396,0.0005,2.58
WordBiGRU,123,10,0.081793,0.960638,0.268441,0.933489,0.0005,2.55
WordBiGRU,123,11,0.078441,0.959301,0.275192,0.934668,0.0005,2.55
WordBiGRU,123,12,0.075334,0.962386,0.284135,0.931892,0.00025,2.48
WordBiGRU,123,13,0.073744,0.960664,0.288316,0.934377,0.00025,2.56
WordBiGRU,123,14,0.072079,0.961082,0.290017,0.934684,0.00025,2.56
WordBiGRU,123,15,0.070963,0.96107,0.29496,0.934472,0.000125,2.48
WordBiGRU,2024,1,0.301601,0.861976,0.323083,0.893346,0.001,2.55
WordBiGRU,2024,2,0.214619,0.902754,0.257877,0.91727,0.001,2.49
WordBiGRU,2024,3,0.171198,0.924048,0.242351,0.926123,0.001,2.55
WordBiGRU,2024,4,0.145883,0.934439,0.228424,0.929665,0.001,2.58
WordBiGRU,2024,5,0.126228,0.94269,0.234657,0.933728,0.001,2.47
WordBiGRU,2024,6,0.114989,0.948334,0.243918,0.932361,0.001,2.54
WordBiGRU,2024,7,0.101759,0.951211,0.238505,0.93503,0.001,2.56
WordBiGRU,2024,8,0.094845,0.955921,0.254733,0.933899,0.0005,2.56
WordBiGRU,2024,9,0.089594,0.955918,0.257234,0.935663,0.0005,2.48
WordBiGRU,2024,10,0.085805,0.956672,0.257625,0.935853,0.0005,2.54
WordBiGRU,2024,11,0.082365,0.957925,0.267002,0.935626,0.00025,2.55
WordBiGRU,2024,12,0.080587,0.958881,0.280156,0.935616,0.00025,2.55
WordBiGRU,2024,13,0.078795,0.958753,0.275424,0.936183,0.00025,2.49
WordBiGRU,2024,14,0.076874,0.959419,0.282987,0.936029,0.000125,2.56
WordBiGRU,2024,15,0.075994,0.959534,0.286789,0.935529,0.000125,2.54
WordBiGRU,2024,16,0.075246,0.959644,0.286933,0.93637,0.000125,2.49
WordBiGRU,2024,17,0.074563,0.960342,0.297668,0.936336,6.25e-05,2.54
WordBiGRU,2024,18,0.073832,0.960441,0.297501,0.936277,6.25e-05,2.6
WordBiGRU,2024,19,0.073349,0.960309,0.297812,0.936216,6.25e-05,2.54
WordBiGRU,2024,20,0.073092,0.960375,0.300373,0.936152,3.125e-05,2.47
WordBiGRU,2024,21,0.072876,0.960404,0.299701,0.936188,3.125e-05,2.54
WordBiGRU,2024,22,0.072632,0.960413,0.300898,0.935988,3.125e-05,2.53
WordBiGRU,777,1,0.302628,0.862556,0.321104,0.89339,0.001,2.54
WordBiGRU,777,2,0.21496,0.903938,0.256998,0.917138,0.001,2.55
WordBiGRU,777,3,0.171438,0.927061,0.245202,0.922912,0.001,2.53
WordBiGRU,777,4,0.14508,0.936197,0.238388,0.930152,0.001,2.47
