row_id,n_tokens,suffix3,FREQ,FREQ_split,records_removed,LAST_YEAR,LAST_YEAR_split
384,2,ani,5,3,2,2024,2020
385,2,iza,2,1,1,2024,2001
386,2,zki,10,9,1,2024,2022
387,3,ama,2,1,1,2024,2020
388,2,zky,9,6,3,2025,2023
389,3,ama,2,1,1,2025,2014
390,3,han,2,1,1,2024,2016
391,2,sih,2,1,1,2024,2001
392,1,mad,9,8,1,2025,2021
393,2,dam,6,5,1,2025,2021
394,2,yan,2,1,1,2024,2021
395,2,ndi,2,1,1,2024,2003
396,2,bar,19,17,2,2024,2023
397,3,izi,2,1,1,2024,2021
398,2,jri,2,1,1,2024,2019
399,3,rin,3,2,1,2025,2023
400,2,lif,3,2,1,2025,2023
401,3,yah,2,1,1,2024,2020
402,3,lal,2,1,1,2024,2021
403,2,har,6,5,1,2024,2023
404,2,qir,2,1,1,2024,2017
405,2,ffa,5,2,3,2025,2021
406,3,aya,2,1,1,2024,2023
407,3,lah,3,2,1,2025,2022
408,3,tyo,3,2,1,2025,2013
409,2,aki,4,3,1,2024,2016
410,2,aky,4,3,1,2024,2022
411,3,han,2,1,1,2024,2022
412,2,hri,7,5,2,2025,2021
413,3,han,2,1,1,2025,2019
414,3,bar,2,1,1,2024,2018
415,2,lah,3,2,1,2025,2016
416,2,lah,3,2,1,2025,2023
417,2,hli,3,2,1,2024,2019
418,2,lah,2,1,1,2025,2019
419,2,hly,2,1,1,2025,2016
420,2,dil,5,4,1,2025,2016
421,2,lan,4,3,1,2024,2021
422,2,dli,14,12,2,2024,2021
423,2,dly,6,5,1,2025,2020
424,2,hmi,12,11,1,2024,2018
425,2,eza,6,5,1,2025,2023
426,2,sal,17,15,2,2025,2022
427,3,han,3,2,1,2025,2019
428,4,omo,2,1,1,2025,2021
429,2,aiz,7,5,2,2024,2022
430,3,bar,2,1,1,2024,2016
431,2,jri,10,8,2,2025,2018
432,2,hri,5,4,1,2024,2019
433,2,qih,8,7,1,2024,2022
434,2,rel,2,1,1,2024,2018
435,2,han,44,40,4,2025,2023
436,3,ana,3,2,1,2025,2022
437,2,rid,8,7,1,2024,2020
438,3,bar,2,1,1,2025,2017
439,2,han,4,3,1,2025,2023
440,3,bar,2,1,1,2025,2022
441,3,ina,3,1,2,2024,2017
442,4,izd,2,1,1,2025,2023
443,2,man,5,4,1,2025,2023
444,2,tih,3,2,1,2024,2022
445,2,zan,20,18,2,2025,2023
446,3,mil,2,1,1,2024,2021
447,2,aus,19,18,1,2025,2022
448,2,yah,10,8,2,2025,2021
449,3,dan,2,1,1,2025,2022
450,3,han,7,5,2,2025,2023
451,2,wan,4,3,1,2025,2015
452,2,kal,7,6,1,2024,2023
453,2,fiz,7,5,2,2025,2014
454,2,izh,7,6,1,2025,2023
455,3,fal,2,1,1,2024,2022
456,2,dar,2,1,1,2024,2014
457,2,kal,8,7,1,2024,2023
458,2,nif,5,4,1,2025,2015
459,3,kal,2,1,1,2024,2021
460,2,ham,2,1,1,2025,2013
461,3,ama,2,1,1,2024,2016
462,3,siz,2,1,1,2024,2021
463,2,bal,84,82,2,2024,2023
464,3,tra,2,1,1,2025,2019
465,2,fan,32,31,1,2025,2022
466,3,ana,5,3,2,2025,2019
467,2,yah,4,3,1,2024,2019
468,3,wud,2,1,1,2024,2019
469,2,hfi,7,6,1,2024,2021
470,2,afi,4,3,1,2024,2019
471,2,lah,2,1,1,2024,2014
472,4,fat,2,1,1,2025,2020
473,2,ana,9,7,2,2025,2022
474,2,bil,3,1,2,2024,2019
475,3,aky,2,1,1,2024,2019
476,3,aus,2,1,1,2024,2019
477,3,yat,2,1,1,2025,2020
478,3,ani,2,1,1,2024,2021
479,3,lah,2,1,1,2024,2019
480,3,yah,2,1,1,2025,2013
481,3,dli,2,1,1,2024,2017
482,3,san,2,1,1,2025,2015
483,2,ffi,2,1,1,2025,2021
484,3,ama,2,1,1,2025,2015
485,2,afi,14,9,5,2025,2022
486,3,bar,2,1,1,2024,2022
487,3,ari,2,1,1,2025,2021
488,4,iri,2,1,1,2024,2022
489,3,ana,2,1,1,2025,2020
490,3,oho,2,1,1,2024,2017
