names_removed,records_removed,share_of_raw_records_pct,still_present_in_corpus,balanced_fifty_fifty,majority_at_least_80pct,would_have_been_in_evaluation,median_records_per_name,single_token_names,multi_token_names
198,915,0.4,0,106,45,1,2.0,61,137
